2.817384004592895508e-01,-3.052924275398254395e-01,1.942433714866638184e+00
2.817384004592895508e-01,-3.052924275398254395e-01,1.942433714866638184e+00
2.815503776073455811e-01,-3.049108982086181641e-01,1.945095181465148926e+00
2.815503776073455811e-01,-3.049108982086181641e-01,1.945095181465148926e+00
2.815503776073455811e-01,-3.049108982086181641e-01,1.945095181465148926e+00
2.815503776073455811e-01,-3.049108982086181641e-01,1.945095181465148926e+00
2.810073196887969971e-01,-3.056936264038085938e-01,1.947386622428894043e+00
2.810073196887969971e-01,-3.056936264038085938e-01,1.947386622428894043e+00
2.810073196887969971e-01,-3.056936264038085938e-01,1.947386622428894043e+00
2.810073196887969971e-01,-3.056936264038085938e-01,1.947386622428894043e+00
2.840160429477691650e-01,-3.047374784946441650e-01,1.949376106262207031e+00
2.840160429477691650e-01,-3.047374784946441650e-01,1.949376106262207031e+00
2.840160429477691650e-01,-3.047374784946441650e-01,1.949376106262207031e+00
2.840160429477691650e-01,-3.047374784946441650e-01,1.949376106262207031e+00
2.819719314575195312e-01,-3.110769689083099365e-01,1.950010418891906738e+00
2.819719314575195312e-01,-3.110769689083099365e-01,1.950010418891906738e+00
2.819719314575195312e-01,-3.110769689083099365e-01,1.950010418891906738e+00
2.819719314575195312e-01,-3.110769689083099365e-01,1.950010418891906738e+00
2.824023663997650146e-01,-3.087017238140106201e-01,1.953220963478088379e+00
2.824023663997650146e-01,-3.087017238140106201e-01,1.953220963478088379e+00
2.824023663997650146e-01,-3.087017238140106201e-01,1.953220963478088379e+00
2.819124758243560791e-01,-3.064167797565460205e-01,1.956569314002990723e+00
2.819124758243560791e-01,-3.064167797565460205e-01,1.956569314002990723e+00
2.819124758243560791e-01,-3.064167797565460205e-01,1.956569314002990723e+00
2.819124758243560791e-01,-3.064167797565460205e-01,1.956569314002990723e+00
2.818491160869598389e-01,-3.054827451705932617e-01,1.959385275840759277e+00
2.818491160869598389e-01,-3.054827451705932617e-01,1.959385275840759277e+00
2.818491160869598389e-01,-3.054827451705932617e-01,1.959385275840759277e+00
2.818491160869598389e-01,-3.054827451705932617e-01,1.959385275840759277e+00
2.770365476608276367e-01,-3.010917901992797852e-01,1.949187994003295898e+00
2.770365476608276367e-01,-3.010917901992797852e-01,1.949187994003295898e+00
2.770365476608276367e-01,-3.010917901992797852e-01,1.949187994003295898e+00
2.770365476608276367e-01,-3.010917901992797852e-01,1.949187994003295898e+00
2.765237689018249512e-01,-3.008978962898254395e-01,1.951658368110656738e+00
2.765237689018249512e-01,-3.008978962898254395e-01,1.951658368110656738e+00
2.765237689018249512e-01,-3.008978962898254395e-01,1.951658368110656738e+00
2.765237689018249512e-01,-3.008978962898254395e-01,1.951658368110656738e+00
2.786331474781036377e-01,-3.004111945629119873e-01,1.953493595123291016e+00
2.786331474781036377e-01,-3.004111945629119873e-01,1.953493595123291016e+00
2.786331474781036377e-01,-3.004111945629119873e-01,1.953493595123291016e+00
2.786331474781036377e-01,-3.004111945629119873e-01,1.953493595123291016e+00
2.779386043548583984e-01,-3.011016547679901123e-01,1.955650448799133301e+00
2.779386043548583984e-01,-3.011016547679901123e-01,1.955650448799133301e+00
2.779386043548583984e-01,-3.011016547679901123e-01,1.955650448799133301e+00
2.779386043548583984e-01,-3.011016547679901123e-01,1.955650448799133301e+00
2.783956527709960938e-01,-3.002561330795288086e-01,1.958042144775390625e+00
2.783956527709960938e-01,-3.002561330795288086e-01,1.958042144775390625e+00
2.783956527709960938e-01,-3.002561330795288086e-01,1.958042144775390625e+00
2.783956527709960938e-01,-3.002561330795288086e-01,1.958042144775390625e+00
2.802192866802215576e-01,-3.008224666118621826e-01,1.959620118141174316e+00
2.802192866802215576e-01,-3.008224666118621826e-01,1.959620118141174316e+00
2.802192866802215576e-01,-3.008224666118621826e-01,1.959620118141174316e+00
2.802192866802215576e-01,-3.008224666118621826e-01,1.959620118141174316e+00
2.794892489910125732e-01,-2.995058596134185791e-01,1.962428808212280273e+00
2.794892489910125732e-01,-2.995058596134185791e-01,1.962428808212280273e+00
2.794892489910125732e-01,-2.995058596134185791e-01,1.962428808212280273e+00
